,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"3157","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3096134,0
"3158","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3096134,1027,2872
"3159","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3099006,0
"3160","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3099006,1027,2724
"3161","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3101730,0
"3162","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3101730,1027,2798
"3163","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3104528,0
"3164","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3104528,1027,2742
"3165","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3107270,0
"3166","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3107270,1027,4234
"3167","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3111504,0
"3168","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3111504,1027,2761
"3169","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3114265,0
"3170","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3114265,1027,1436
"3171","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3115701,0
"3172","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3115701,1027,2872
"3173","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3118573,0
"3174","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3118573,1027,2724
"3175","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3121297,0
"3176","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3121297,1027,1306
"3177","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3122603,0
"3178","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3122603,1027,1399
"3179","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3124002,0
"3180","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3124002,1027,2798
"3181","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3126800,0
"3182","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3126800,1027,2872
"3183","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3129672,0
"3184","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3129672,1027,2872
"3185","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3132544,0
"3186","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3132544,1027,1436
"3187","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3133980,0
"3188","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3133980,1027,2872
"3189","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3136852,0
"3190","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3136852,1027,2483
"3191","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3139335,0
"3192","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3139335,1027,2798
"3193","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3142133,1027,1436
"3194","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3142133,0
"3195","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3143569,0
"3196","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3143569,1027,1362
"3197","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3144931,1027,2835
"3198","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3147766,0
"3199","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3147766,1027,2798
"3200","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3150564,0
"3201","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3153325,0
"3202","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3150564,1027,2761
"3203","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3153325,1027,2742
"3204","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3156067,0
"3205","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3156067,1027,1399
"3206","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3157466,0
"3207","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3157466,1027,2835
"3208","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3160301,0
"3209","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3160301,1027,2798
"3210","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3163099,0
"3211","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3163099,1027,2761
"3212","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3165860,0
"3213","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3165860,1027,2835
"3214","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3168695,1027,1436
"3215","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3168695,0
"3216","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3170131,0
"3217","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3172799,1027,1399
"3218","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3170131,1027,2668
"3219","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3174198,0
"3220","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3174198,1027,2798
"3221","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3176996,0
"3222","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3176996,1027,1436
"3223","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3178432,1027,2761
"3224","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3181193,0
"3225","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3184065,1027,1436
"3226","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3181193,1027,2872
"3227","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3184065,0
"3228","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3185501,0
"3229","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3185501,1027,1288
"3230","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3186789,0
"3231","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3186789,1027,2742
"3232","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3189531,0
"3233","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3189531,1027,1399
"3234","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3190930,0
"3235","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3190930,1027,1399
"3236","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3192329,1027,1436
"3237","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3193765,0
"3238","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3193765,1027,2798
"3239","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3196563,0
"3240","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3196563,1027,2798
"3241","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3199361,1027,1436
"3242","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3199361,0
"3243","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3200797,0
"3244","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3200797,1027,2872
"3245","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3203669,0
"3246","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3206263,1027,1399
"3247","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3203669,1027,2594
"3248","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3206263,0
"3249","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3207662,0
"3250","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3210460,1027,1436
"3251","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3207662,1027,2798
"3252","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3211896,0
"3253","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3211896,1027,2798
"3254","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3214694,1027,1436
"3255","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3214694,0
"3256","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3216130,0
"3257","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3216130,1027,2872
"3258","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3219002,0
"3259","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3219002,1027,3993
"3260","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3222995,0
"3261","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3222995,1027,1399
"3262","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3224394,0
"3263","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3224394,1027,1399
"3264","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3225793,1027,1436
"3265","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3227229,0
"3266","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3230027,1027,1436
"3267","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3227229,1027,2798
"3268","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3231463,0
"3269","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3231463,1027,2761
"3270","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3234224,0
"3271","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3234224,1027,2872
"3272","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3237096,0
"3273","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3237096,1027,2631
"3274","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3239727,0
"3275","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3239727,1027,1399
"3276","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3241126,1027,4234
"3277","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3245360,0
"3278","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3245360,1027,2872
"3279","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3248232,0
"3280","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3248232,1027,2872
"3281","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3251104,0
"3282","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3251104,1027,2872
"3283","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3253976,0
"3284","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3253976,1027,2483
"3285","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3256459,0
"3286","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3256459,1027,1399
"3287","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3257858,1027,1399
"3288","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3257858,0
"3289","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3259257,1027,1436
"3290","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3260693,0
"3291","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3260693,1027,2798
"3292","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3263491,1027,1436
"3293","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3263491,0
"3294","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3264927,0
"3295","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3264927,1027,2872
"3296","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3267799,0
"3297","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3267799,1027,2872
"3298","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3270671,1027,1436
"3299","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3270671,0
"3300","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3272107,0
"3301","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3272107,1027,2483
"3302","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3274590,0
"3303","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3274590,1027,2798
"3304","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3277388,1027,2872
"3305","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3277388,0
"3306","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3280260,0
"3307","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3280260,1027,4308
"3308","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3284568,0
"3309","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3284568,1027,1436
"3310","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3286004,0
"3311","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3286004,1027,3919
"3312","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3289923,0
"3313","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3289923,1027,1399
"3314","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3291322,0
"3315","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3291322,1027,1399
"3316","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3292721,0
